Numéro ANFR,Date dernière demande ANFR,Date dernière décision ANFR,Lieu-dit,Adresse 1,Adresse 2,Adresse 3,Code INSEE de la commune,Ville issue du code INSEE,Numéro du support,Support mutualisé oui/non,Stations sur le support,Nature du support,Hauteur du support,Latitude,Longitude,Altitude à la base NGF,Numéro de l'aérien,Azimut (degrés),Hauteur de l'antenne / sol
0592700200,15/01/2022,18/02/2022,,r jean froissart,Résidence Brun Pain,,59599,TOURCOING,703377,oui,,Immeuble,30,50°43'30''N,3°8'49''E,47,25916,240.0,"28,4"
0592700200,15/01/2022,18/02/2022,,r jean froissart,Résidence Brun Pain,,59599,TOURCOING,703377,oui,,Immeuble,30,50°43'30''N,3°8'49''E,47,25914,0.0,"28,4"
0592700198,01/01/2022,04/02/2022,,73 r de la paix,RES LA PAIX,,59512,ROUBAIX,860971,non,,Immeuble,"25,6",50°41'51''N,3°10'49''E,29,26136,120.0,"24,8"
0592700198,01/01/2022,04/02/2022,,73 r de la paix,RES LA PAIX,,59512,ROUBAIX,860971,non,,Immeuble,"25,6",50°41'51''N,3°10'49''E,29,26137,240.0,"24,8"
0592700198,01/01/2022,04/02/2022,,73 r de la paix,RES LA PAIX,,59512,ROUBAIX,860971,non,,Immeuble,"25,6",50°41'51''N,3°10'49''E,29,26135,0.0,"24,8"
0592700197,30/08/2021,01/10/2021,,20 r germain pilon,résidence CASSSENDE,,59350,LILLE,2670495,oui,,Bâtiment,29,50°38'52''N,3°5'31''E,38,25793,240.0,"25,4"
0592700197,30/08/2021,01/10/2021,,20 r germain pilon,résidence CASSSENDE,,59350,LILLE,2670495,oui,,Bâtiment,29,50°38'52''N,3°5'31''E,38,7219177,120.0,"24,4"
0592700197,30/08/2021,01/10/2021,,20 r germain pilon,résidence CASSSENDE,,59350,LILLE,2670495,oui,,Bâtiment,29,50°38'52''N,3°5'31''E,38,25792,120.0,"25,4"
0592700197,30/08/2021,01/10/2021,,20 r germain pilon,résidence CASSSENDE,,59350,LILLE,2670495,oui,,Bâtiment,29,50°38'52''N,3°5'31''E,38,25791,0.0,"17,4"
0592700197,30/08/2021,01/10/2021,,20 r germain pilon,résidence CASSSENDE,,59350,LILLE,2670495,oui,,Bâtiment,29,50°38'52''N,3°5'31''E,38,7219175,0.0,"16,4"
0592700197,30/08/2021,01/10/2021,,20 r germain pilon,résidence CASSSENDE,,59350,LILLE,2670495,oui,,Bâtiment,29,50°38'52''N,3°5'31''E,38,7219179,240.0,"24,4"
0592700193,09/08/2022,09/09/2022,,29 r eugene jacquet,,,59350,LILLE,633574,oui,,Immeuble,"38,6",50°38'17.844''N,3°4'59.567''E,24,2574637,0.0,"36,6"
0592700193,09/08/2022,09/09/2022,,29 r eugene jacquet,,,59350,LILLE,633574,oui,,Immeuble,"38,6",50°38'17.844''N,3°4'59.567''E,24,2574641,240.0,"36,6"
0592700193,09/08/2022,09/09/2022,,29 r eugene jacquet,,,59350,LILLE,633574,oui,,Immeuble,"38,6",50°38'17.844''N,3°4'59.567''E,24,2574639,120.0,"36,6"
0592700192,24/05/2024,21/06/2024,,r st exupery,pl kennedy,imm flandre et artois,59152,COMINES,549255,oui,,Immeuble,27,50°45'32''N,3°0'37''E,17,25738,210.0,"25,5"
0592700192,24/05/2024,21/06/2024,,r st exupery,pl kennedy,imm flandre et artois,59152,COMINES,549255,oui,,Immeuble,27,50°45'32''N,3°0'37''E,17,25737,330.0,"25,5"
0592700192,24/05/2024,21/06/2024,,r st exupery,pl kennedy,imm flandre et artois,59152,COMINES,549255,oui,,Immeuble,27,50°45'32''N,3°0'37''E,17,25736,90.0,"25,5"
0592700191,08/12/2021,07/01/2022,,104 bd  de metz,,,59350,LILLE,637692,non,,Immeuble,"41,4",50°37'5''N,3°2'55''E,29,2637737,240.0,38
0592700191,08/12/2021,07/01/2022,,104 bd  de metz,,,59350,LILLE,637692,non,,Immeuble,"41,4",50°37'5''N,3°2'55''E,29,2637735,120.0,40
0592700191,08/12/2021,07/01/2022,,104 bd  de metz,,,59350,LILLE,637692,non,,Immeuble,"41,4",50°37'5''N,3°2'55''E,29,2637733,10.0,40
0592700190,13/10/2021,15/11/2021,,3 bd  du dr calmette,,,59350,LILLE,637927,oui,,Immeuble,"40,8",50°37'47.231''N,3°4'37.887''E,25,2214035,0.0,"40,7"
0592700190,13/10/2021,15/11/2021,,3 bd  du dr calmette,,,59350,LILLE,637927,oui,,Immeuble,"40,8",50°37'47.231''N,3°4'37.887''E,25,25973,240.0,"40,7"
0592700190,13/10/2021,15/11/2021,,3 bd  du dr calmette,,,59350,LILLE,637927,oui,,Immeuble,"40,8",50°37'47.231''N,3°4'37.887''E,25,25972,120.0,"40,7"
0592700187,08/01/2021,05/02/2021,,25 R de l'Architecte Cordonnier,,,59350,LILLE,637623,oui,,Immeuble,43,50°38'5.605''N,3°2'36.599''E,20,2637753,120.0,33
0592700187,08/01/2021,05/02/2021,,25 R de l'Architecte Cordonnier,,,59350,LILLE,637623,oui,,Immeuble,43,50°38'5.605''N,3°2'36.599''E,20,2637755,240.0,33
0592700187,08/01/2021,05/02/2021,,25 R de l'Architecte Cordonnier,,,59350,LILLE,637623,oui,,Immeuble,43,50°38'5.605''N,3°2'36.599''E,20,2637751,0.0,33
0592700187,08/01/2021,05/02/2021,,25 R de l'Architecte Cordonnier,,,59350,LILLE,637623,oui,,Immeuble,43,50°38'5.605''N,3°2'36.599''E,20,6719204,120.0,33
0592700187,08/01/2021,05/02/2021,,25 R de l'Architecte Cordonnier,,,59350,LILLE,637623,oui,,Immeuble,43,50°38'5.605''N,3°2'36.599''E,20,6719202,0.0,33
0592700187,08/01/2021,05/02/2021,,25 R de l'Architecte Cordonnier,,,59350,LILLE,637623,oui,,Immeuble,43,50°38'5.605''N,3°2'36.599''E,20,6719206,240.0,33
0592700186,23/02/2021,26/03/2021,,1 r de Mulhouse,Ancienne Filature Usine,,59350,LILLE,628483,oui,,Bâtiment,"41,5",50°37'8''N,3°4'15''E,28,25647,240.0,"32,6"
0592700186,23/02/2021,26/03/2021,,1 r de Mulhouse,Ancienne Filature Usine,,59350,LILLE,628483,oui,,Bâtiment,"41,5",50°37'8''N,3°4'15''E,28,25646,120.0,"32,6"
0592700186,23/02/2021,26/03/2021,,1 r de Mulhouse,Ancienne Filature Usine,,59350,LILLE,628483,oui,,Bâtiment,"41,5",50°37'8''N,3°4'15''E,28,6805494,0.0,"31,6"
0592700186,23/02/2021,26/03/2021,,1 r de Mulhouse,Ancienne Filature Usine,,59350,LILLE,628483,oui,,Bâtiment,"41,5",50°37'8''N,3°4'15''E,28,6805498,240.0,"31,6"
0592700186,23/02/2021,26/03/2021,,1 r de Mulhouse,Ancienne Filature Usine,,59350,LILLE,628483,oui,,Bâtiment,"41,5",50°37'8''N,3°4'15''E,28,25645,0.0,"32,6"
0592700186,23/02/2021,26/03/2021,,1 r de Mulhouse,Ancienne Filature Usine,,59350,LILLE,628483,oui,,Bâtiment,"41,5",50°37'8''N,3°4'15''E,28,6805496,120.0,"31,6"
0592700177,22/10/2021,19/11/2021,,r salvador allende,Résidence Médicale Le Molinel,,59646,WASQUEHAL,804792,oui,,Immeuble,26,50°41'16''N,3°7'2''E,30,26011,120.0,"22,9"
0592700177,22/10/2021,19/11/2021,,r salvador allende,Résidence Médicale Le Molinel,,59646,WASQUEHAL,804792,oui,,Immeuble,26,50°41'16''N,3°7'2''E,30,26013,240.0,"22,9"
0592700177,22/10/2021,19/11/2021,,r salvador allende,Résidence Médicale Le Molinel,,59646,WASQUEHAL,804792,oui,,Immeuble,26,50°41'16''N,3°7'2''E,30,26012,0.0,"22,9"
0592700174,15/09/2021,15/10/2021,,82 r chem des margueritois,,,59220,FACHES-THUMESNIL,859825,non,,Immeuble,20,50°36'26.818''N,3°4'11.120''E,33,25715,120.0,"14,4"
0592700174,15/09/2021,15/10/2021,,82 r chem des margueritois,,,59220,FACHES-THUMESNIL,859825,non,,Immeuble,20,50°36'26.818''N,3°4'11.120''E,33,25716,240.0,"14,4"
0592700174,15/09/2021,15/10/2021,,82 r chem des margueritois,,,59220,FACHES-THUMESNIL,859825,non,,Immeuble,20,50°36'26.818''N,3°4'11.120''E,33,25714,0.0,"14,4"
0592700167,26/05/2021,25/06/2021,,64 r carpeaux,,,59512,ROUBAIX,474738,oui,,Immeuble,29,50°40'36''N,3°11'2''E,31,25730,240.0,27
0592700167,26/05/2021,25/06/2021,,64 r carpeaux,,,59512,ROUBAIX,474738,oui,,Immeuble,29,50°40'36''N,3°11'2''E,31,25731,120.0,27
0592700167,26/05/2021,25/06/2021,,64 r carpeaux,,,59512,ROUBAIX,474738,oui,,Immeuble,29,50°40'36''N,3°11'2''E,31,25732,0.0,27
0592700167,26/05/2021,25/06/2021,,64 r carpeaux,,,59512,ROUBAIX,474738,oui,,Immeuble,29,50°40'36''N,3°11'2''E,31,6985793,120.0,"26,4"
0592700167,26/05/2021,25/06/2021,,64 r carpeaux,,,59512,ROUBAIX,474738,oui,,Immeuble,29,50°40'36''N,3°11'2''E,31,6985791,0.0,"26,4"
0592700167,26/05/2021,25/06/2021,,64 r carpeaux,,,59512,ROUBAIX,474738,oui,,Immeuble,29,50°40'36''N,3°11'2''E,31,6985795,240.0,"26,4"
0592700166,24/03/2021,23/04/2021,,"210, r de l'Epeule",,,59512,ROUBAIX,859791,non,,Immeuble,25,50°41'13''N,3°9'29''E,33,25697,0.0,"24,4"
0592700166,24/03/2021,23/04/2021,,"210, r de l'Epeule",,,59512,ROUBAIX,859791,non,,Immeuble,25,50°41'13''N,3°9'29''E,33,25699,240.0,"24,4"
0592700166,24/03/2021,23/04/2021,,"210, r de l'Epeule",,,59512,ROUBAIX,859791,non,,Immeuble,25,50°41'13''N,3°9'29''E,33,25698,120.0,"24,4"
0592700166,24/03/2021,23/04/2021,,"210, r de l'Epeule",,,59512,ROUBAIX,859791,non,,Immeuble,25,50°41'13''N,3°9'29''E,33,6866861,0.0,"23,4"
0592700166,24/03/2021,23/04/2021,,"210, r de l'Epeule",,,59512,ROUBAIX,859791,non,,Immeuble,25,50°41'13''N,3°9'29''E,33,6866863,120.0,"23,4"
0592700166,24/03/2021,23/04/2021,,"210, r de l'Epeule",,,59512,ROUBAIX,859791,non,,Immeuble,25,50°41'13''N,3°9'29''E,33,6866865,240.0,"23,4"
0592700161,26/01/2024,23/02/2024,,41 AV DU MARECHAL FOCH,,,59295,HAZEBROUCK,596829,oui,,Immeuble,33,50°43'59''N,2°31'51''E,32,526280,230.0,27
0592700161,26/01/2024,23/02/2024,,41 AV DU MARECHAL FOCH,,,59295,HAZEBROUCK,596829,oui,,Immeuble,33,50°43'59''N,2°31'51''E,32,7854070,230.0,"28,1"
0592700161,26/01/2024,23/02/2024,,41 AV DU MARECHAL FOCH,,,59295,HAZEBROUCK,596829,oui,,Immeuble,33,50°43'59''N,2°31'51''E,32,7854068,90.0,"28,1"
0592700161,26/01/2024,23/02/2024,,41 AV DU MARECHAL FOCH,,,59295,HAZEBROUCK,596829,oui,,Immeuble,33,50°43'59''N,2°31'51''E,32,526282,320.0,27
0592700161,26/01/2024,23/02/2024,,41 AV DU MARECHAL FOCH,,,59295,HAZEBROUCK,596829,oui,,Immeuble,33,50°43'59''N,2°31'51''E,32,25608,90.0,27
0592700161,26/01/2024,23/02/2024,,41 AV DU MARECHAL FOCH,,,59295,HAZEBROUCK,596829,oui,,Immeuble,33,50°43'59''N,2°31'51''E,32,7854072,320.0,"28,1"
0592700150,25/11/2021,23/12/2021,,4 AVENUE EMILE ZOLA,Clinique,,59350,LILLE,2603825,oui,,Bâtiment,25,50°38'56''N,3°5'9''E,37,2574629,120.0,23
0592700150,25/11/2021,23/12/2021,,4 AVENUE EMILE ZOLA,Clinique,,59350,LILLE,2603825,oui,,Bâtiment,25,50°38'56''N,3°5'9''E,37,2574627,0.0,23
0592700150,25/11/2021,23/12/2021,,4 AVENUE EMILE ZOLA,Clinique,,59350,LILLE,2603825,oui,,Bâtiment,25,50°38'56''N,3°5'9''E,37,2574631,240.0,23
0592700150,25/11/2021,23/12/2021,,4 AVENUE EMILE ZOLA,Clinique,,59350,LILLE,2603825,oui,,Bâtiment,25,50°38'56''N,3°5'9''E,37,7464812,240.0,"22,4"
0592700150,25/11/2021,23/12/2021,,4 AVENUE EMILE ZOLA,Clinique,,59350,LILLE,2603825,oui,,Bâtiment,25,50°38'56''N,3°5'9''E,37,7464808,0.0,"22,4"
0592700150,25/11/2021,23/12/2021,,4 AVENUE EMILE ZOLA,Clinique,,59350,LILLE,2603825,oui,,Bâtiment,25,50°38'56''N,3°5'9''E,37,7464810,120.0,"22,4"
0592700144,15/01/2025,14/02/2025,,82 PL DE L'ESPLANADE,,,59107,BRAY-DUNES,531438,oui,,Immeuble,27,51°4'49''N,2°31'8''E,8,4187311,240.0,"24,6"
0592700144,15/01/2025,14/02/2025,,82 PL DE L'ESPLANADE,,,59107,BRAY-DUNES,531438,oui,,Immeuble,27,51°4'49''N,2°31'8''E,8,25640,80.0,"24,6"
0592700144,15/01/2025,14/02/2025,,82 PL DE L'ESPLANADE,,,59107,BRAY-DUNES,531438,oui,,Immeuble,27,51°4'49''N,2°31'8''E,8,25641,160.0,"24,6"
0592700143,14/05/2022,17/06/2022,,r Raymond Lis,résidence Bizet,,59017,ARMENTIERES,1713520,oui,,Immeuble,"31,1",50°41'32''N,2°53'11''E,14,25897,0.0,28
0592700143,14/05/2022,17/06/2022,,r Raymond Lis,résidence Bizet,,59017,ARMENTIERES,1713520,oui,,Immeuble,"31,1",50°41'32''N,2°53'11''E,14,25898,120.0,28
0592700143,14/05/2022,17/06/2022,,r Raymond Lis,résidence Bizet,,59017,ARMENTIERES,1713520,oui,,Immeuble,"31,1",50°41'32''N,2°53'11''E,14,25899,240.0,28
0592700143,14/05/2022,17/06/2022,,r Raymond Lis,résidence Bizet,,59017,ARMENTIERES,1713520,oui,,Immeuble,"31,1",50°41'32''N,2°53'11''E,14,7854057,240.0,"27,5"
0592700143,14/05/2022,17/06/2022,,r Raymond Lis,résidence Bizet,,59017,ARMENTIERES,1713520,oui,,Immeuble,"31,1",50°41'32''N,2°53'11''E,14,7854053,0.0,"27,5"
0592700143,14/05/2022,17/06/2022,,r Raymond Lis,résidence Bizet,,59017,ARMENTIERES,1713520,oui,,Immeuble,"31,1",50°41'32''N,2°53'11''E,14,7854055,120.0,"27,5"
0592700142,14/10/2021,15/11/2021,,56/58 r Pierre Legrand,,,59350,LILLE,637591,non,,Immeuble,28,50°37'55''N,3°5'11''E,22,2656174,0.0,"21,5"
0592700142,14/10/2021,15/11/2021,,56/58 r Pierre Legrand,,,59350,LILLE,637591,non,,Immeuble,28,50°37'55''N,3°5'11''E,22,2656176,120.0,"21,5"
0592700142,14/10/2021,15/11/2021,,56/58 r Pierre Legrand,,,59350,LILLE,637591,non,,Immeuble,28,50°37'55''N,3°5'11''E,22,2656178,240.0,"21,5"
0592700142,14/10/2021,15/11/2021,,56/58 r Pierre Legrand,,,59350,LILLE,637591,non,,Immeuble,28,50°37'55''N,3°5'11''E,22,7341363,0.0,"22,4"
0592700142,14/10/2021,15/11/2021,,56/58 r Pierre Legrand,,,59350,LILLE,637591,non,,Immeuble,28,50°37'55''N,3°5'11''E,22,7341367,240.0,"22,4"
0592700142,14/10/2021,15/11/2021,,56/58 r Pierre Legrand,,,59350,LILLE,637591,non,,Immeuble,28,50°37'55''N,3°5'11''E,22,7341365,120.0,"22,4"
0592700141,11/01/2022,11/02/2022,,30/34 r pierre curie,,,59527,SAINT-ANDRE-LEZ-LILLE,474681,oui,,Immeuble,26,50°39'40''N,3°2'41''E,20,2479491,240.0,"21,1"
0592700141,11/01/2022,11/02/2022,,30/34 r pierre curie,,,59527,SAINT-ANDRE-LEZ-LILLE,474681,oui,,Immeuble,26,50°39'40''N,3°2'41''E,20,2479489,120.0,"19,1"
0592700141,11/01/2022,11/02/2022,,30/34 r pierre curie,,,59527,SAINT-ANDRE-LEZ-LILLE,474681,oui,,Immeuble,26,50°39'40''N,3°2'41''E,20,2479487,0.0,"19,1"
0592700140,31/12/2021,04/02/2022,,23/27 r du commerce,,,59507,RONCHIN,465794,non,,Immeuble,23,50°36'35''N,3°5'0''E,34,25630,240.0,"20,1"
0592700140,31/12/2021,04/02/2022,,23/27 r du commerce,,,59507,RONCHIN,465794,non,,Immeuble,23,50°36'35''N,3°5'0''E,34,25628,0.0,"20,1"
0592700140,31/12/2021,04/02/2022,,23/27 r du commerce,,,59507,RONCHIN,465794,non,,Immeuble,23,50°36'35''N,3°5'0''E,34,25629,120.0,"20,1"
0592700134,01/04/2022,29/04/2022,,r Bostsarron,rés Clement Beauchamps,Hall 1 et 2,59491,RAISMES,861331,non,,Immeuble,"27,1",50°23'17.619''N,3°29'34.087''E,27,26041,120.0,"26,3"
0592700134,01/04/2022,29/04/2022,,r Bostsarron,rés Clement Beauchamps,Hall 1 et 2,59491,RAISMES,861331,non,,Immeuble,"27,1",50°23'17.619''N,3°29'34.087''E,27,26040,0.0,"26,3"
0592700134,01/04/2022,29/04/2022,,r Bostsarron,rés Clement Beauchamps,Hall 1 et 2,59491,RAISMES,861331,non,,Immeuble,"27,1",50°23'17.619''N,3°29'34.087''E,27,26042,240.0,"26,3"
0592700134,01/04/2022,29/04/2022,,r Bostsarron,rés Clement Beauchamps,Hall 1 et 2,59491,RAISMES,861331,non,,Immeuble,"27,1",50°23'17.619''N,3°29'34.087''E,27,7780981,0.0,"26,3"
0592700134,01/04/2022,29/04/2022,,r Bostsarron,rés Clement Beauchamps,Hall 1 et 2,59491,RAISMES,861331,non,,Immeuble,"27,1",50°23'17.619''N,3°29'34.087''E,27,7780979,240.0,"26,3"
0592700134,01/04/2022,29/04/2022,,r Bostsarron,rés Clement Beauchamps,Hall 1 et 2,59491,RAISMES,861331,non,,Immeuble,"27,1",50°23'17.619''N,3°29'34.087''E,27,7780977,120.0,"26,3"
0592700126,30/07/2025,29/08/2025,,pl du theatre,CHAMBRE DE COMMERCE ET D'INDUSTRIE,,59350,LILLE,639783,non,,Immeuble,25,50°38'17''N,3°3'50''E,20,3369357,,"9,6"
0592700109,25/01/2024,23/02/2024,,5 r de la Papeterie,Usine AHLSTROM,,59098,BOUSBECQUE,806336,oui,,Bâtiment,40,50°46'19''N,3°5'6''E,15,25966,60.0,"38,4"
0592700109,25/01/2024,23/02/2024,,5 r de la Papeterie,Usine AHLSTROM,,59098,BOUSBECQUE,806336,oui,,Bâtiment,40,50°46'19''N,3°5'6''E,15,25967,260.0,"38,4"
0592700109,25/01/2024,23/02/2024,,5 r de la Papeterie,Usine AHLSTROM,,59098,BOUSBECQUE,806336,oui,,Bâtiment,40,50°46'19''N,3°5'6''E,15,7859292,60.0,"38,4"
0592700109,25/01/2024,23/02/2024,,5 r de la Papeterie,Usine AHLSTROM,,59098,BOUSBECQUE,806336,oui,,Bâtiment,40,50°46'19''N,3°5'6''E,15,7859294,260.0,"38,4"
0592700100,22/07/2022,19/08/2022,,"2, r Georges Couthon",,,59032,AULNOY-LEZ-VALENCIENNES,859845,non,,Immeuble,"27,8",50°20'4''N,3°31'9''E,54,7361959,120.0,"25,9"
0592700100,22/07/2022,19/08/2022,,"2, r Georges Couthon",,,59032,AULNOY-LEZ-VALENCIENNES,859845,non,,Immeuble,"27,8",50°20'4''N,3°31'9''E,54,7361961,240.0,"25,9"
0592700100,22/07/2022,19/08/2022,,"2, r Georges Couthon",,,59032,AULNOY-LEZ-VALENCIENNES,859845,non,,Immeuble,"27,8",50°20'4''N,3°31'9''E,54,25490,10.0,"26,8"
0592700100,22/07/2022,19/08/2022,,"2, r Georges Couthon",,,59032,AULNOY-LEZ-VALENCIENNES,859845,non,,Immeuble,"27,8",50°20'4''N,3°31'9''E,54,25492,240.0,"26,8"
0592700100,22/07/2022,19/08/2022,,"2, r Georges Couthon",,,59032,AULNOY-LEZ-VALENCIENNES,859845,non,,Immeuble,"27,8",50°20'4''N,3°31'9''E,54,25491,120.0,"26,8"
0592700100,22/07/2022,19/08/2022,,"2, r Georges Couthon",,,59032,AULNOY-LEZ-VALENCIENNES,859845,non,,Immeuble,"27,8",50°20'4''N,3°31'9''E,54,7361957,10.0,"25,9"
0592700099,07/12/2021,07/01/2022,,1 pl de Bruxelles,,,59079,BEUVRAGES,560011,non,,Immeuble,"25,9",50°22'45''N,3°30'33''E,29,25484,0.0,"22,3"
0592700099,07/12/2021,07/01/2022,,1 pl de Bruxelles,,,59079,BEUVRAGES,560011,non,,Immeuble,"25,9",50°22'45''N,3°30'33''E,29,25486,240.0,"22,3"
0592700099,07/12/2021,07/01/2022,,1 pl de Bruxelles,,,59079,BEUVRAGES,560011,non,,Immeuble,"25,9",50°22'45''N,3°30'33''E,29,7537393,120.0,"24,6"
0592700099,07/12/2021,07/01/2022,,1 pl de Bruxelles,,,59079,BEUVRAGES,560011,non,,Immeuble,"25,9",50°22'45''N,3°30'33''E,29,25485,120.0,"22,3"
0592700099,07/12/2021,07/01/2022,,1 pl de Bruxelles,,,59079,BEUVRAGES,560011,non,,Immeuble,"25,9",50°22'45''N,3°30'33''E,29,7537395,0.0,"24,6"
0592700099,07/12/2021,07/01/2022,,1 pl de Bruxelles,,,59079,BEUVRAGES,560011,non,,Immeuble,"25,9",50°22'45''N,3°30'33''E,29,7537397,240.0,"24,6"
0592700085,24/03/2022,25/04/2022,,48 -49 r des victoires,res ctre ville,,59009,VILLENEUVE-D'ASCQ,560206,oui,,Immeuble,42,50°37'24''N,3°7'47''E,31,2919538,240.0,"37,4"
0592700085,24/03/2022,25/04/2022,,48 -49 r des victoires,res ctre ville,,59009,VILLENEUVE-D'ASCQ,560206,oui,,Immeuble,42,50°37'24''N,3°7'47''E,31,2919536,120.0,"37,4"
0592700085,24/03/2022,25/04/2022,,48 -49 r des victoires,res ctre ville,,59009,VILLENEUVE-D'ASCQ,560206,oui,,Immeuble,42,50°37'24''N,3°7'47''E,31,2919534,0.0,"37,4"
0592700082,24/06/2021,23/07/2021,,131 r yves decugis,,,59009,VILLENEUVE-D'ASCQ,34717,non,,Immeuble,28,50°37'2''N,3°8'32''E,34,25668,230.0,27
0592700082,24/06/2021,23/07/2021,,131 r yves decugis,,,59009,VILLENEUVE-D'ASCQ,34717,non,,Immeuble,28,50°37'2''N,3°8'32''E,34,25667,0.0,27
0592700082,24/06/2021,23/07/2021,,131 r yves decugis,,,59009,VILLENEUVE-D'ASCQ,34717,non,,Immeuble,28,50°37'2''N,3°8'32''E,34,7049371,0.0,26
0592700082,24/06/2021,23/07/2021,,131 r yves decugis,,,59009,VILLENEUVE-D'ASCQ,34717,non,,Immeuble,28,50°37'2''N,3°8'32''E,34,7049373,230.0,26
0592700080,20/03/2025,18/04/2025,,"155, bd  clemenceau",S.A. DAMART SERVIPOSTE,,59299,HEM,437040,oui,,Bâtiment,"23,6",50°39'43.093''N,3°10'47.075''E,50,25530,120.0,"20,0"
0592700080,20/03/2025,18/04/2025,,"155, bd  clemenceau",S.A. DAMART SERVIPOSTE,,59299,HEM,437040,oui,,Bâtiment,"23,6",50°39'43.093''N,3°10'47.075''E,50,7086420,120.0,"20,0"
0592700080,20/03/2025,18/04/2025,,"155, bd  clemenceau",S.A. DAMART SERVIPOSTE,,59299,HEM,437040,oui,,Bâtiment,"23,6",50°39'43.093''N,3°10'47.075''E,50,25529,0.0,"20,0"
0592700080,20/03/2025,18/04/2025,,"155, bd  clemenceau",S.A. DAMART SERVIPOSTE,,59299,HEM,437040,oui,,Bâtiment,"23,6",50°39'43.093''N,3°10'47.075''E,50,25531,240.0,"20,0"
0592700080,20/03/2025,18/04/2025,,"155, bd  clemenceau",S.A. DAMART SERVIPOSTE,,59299,HEM,437040,oui,,Bâtiment,"23,6",50°39'43.093''N,3°10'47.075''E,50,7086422,240.0,"20,0"
0592700080,20/03/2025,18/04/2025,,"155, bd  clemenceau",S.A. DAMART SERVIPOSTE,,59299,HEM,437040,oui,,Bâtiment,"23,6",50°39'43.093''N,3°10'47.075''E,50,7086418,0.0,"20,0"
0592700079,24/06/2021,23/07/2021,,av paul vansteekiste,Résidence Bellevue,,59508,RONCQ,806089,oui,,Immeuble,25,50°45'24''N,3°7'7''E,36,2448778,0.0,"21,1"
0592700079,24/06/2021,23/07/2021,,av paul vansteekiste,Résidence Bellevue,,59508,RONCQ,806089,oui,,Immeuble,25,50°45'24''N,3°7'7''E,36,2448786,120.0,"21,1"
0592700079,24/06/2021,23/07/2021,,av paul vansteekiste,Résidence Bellevue,,59508,RONCQ,806089,oui,,Immeuble,25,50°45'24''N,3°7'7''E,36,7049436,120.0,"20,1"
0592700079,24/06/2021,23/07/2021,,av paul vansteekiste,Résidence Bellevue,,59508,RONCQ,806089,oui,,Immeuble,25,50°45'24''N,3°7'7''E,36,2448782,240.0,"21,1"
0592700079,24/06/2021,23/07/2021,,av paul vansteekiste,Résidence Bellevue,,59508,RONCQ,806089,oui,,Immeuble,25,50°45'24''N,3°7'7''E,36,7049438,240.0,"20,1"
0592700079,24/06/2021,23/07/2021,,av paul vansteekiste,Résidence Bellevue,,59508,RONCQ,806089,oui,,Immeuble,25,50°45'24''N,3°7'7''E,36,7049434,0.0,"20,1"
0592700078,18/05/2024,21/06/2024,Parc Europe,340 bis av de la Marne,Hôtel ibis,,59378,MARCQ-EN-BAROEUL,2194654,oui,,Bâtiment,25,50°40'32''N,3°6'59''E,21,25499,240.0,19
0592700078,18/05/2024,21/06/2024,Parc Europe,340 bis av de la Marne,Hôtel ibis,,59378,MARCQ-EN-BAROEUL,2194654,oui,,Bâtiment,25,50°40'32''N,3°6'59''E,21,25501,120.0,19
0592700078,18/05/2024,21/06/2024,Parc Europe,340 bis av de la Marne,Hôtel ibis,,59378,MARCQ-EN-BAROEUL,2194654,oui,,Bâtiment,25,50°40'32''N,3°6'59''E,21,25500,0.0,20
0592700077,16/11/2021,17/12/2021,,317 R VERTE,,,59163,CROIX,2053574,oui,,Immeuble,35,50°40'25''N,3°9'41''E,32,1489019,240.0,"34,3"
0592700077,16/11/2021,17/12/2021,,317 R VERTE,,,59163,CROIX,2053574,oui,,Immeuble,35,50°40'25''N,3°9'41''E,32,1489017,120.0,"34,3"
0592700077,16/11/2021,17/12/2021,,317 R VERTE,,,59163,CROIX,2053574,oui,,Immeuble,35,50°40'25''N,3°9'41''E,32,7427608,240.0,"33,9"
0592700077,16/11/2021,17/12/2021,,317 R VERTE,,,59163,CROIX,2053574,oui,,Immeuble,35,50°40'25''N,3°9'41''E,32,1489015,0.0,"34,3"
0592700077,16/11/2021,17/12/2021,,317 R VERTE,,,59163,CROIX,2053574,oui,,Immeuble,35,50°40'25''N,3°9'41''E,32,7427604,0.0,"33,9"
0592700077,16/11/2021,17/12/2021,,317 R VERTE,,,59163,CROIX,2053574,oui,,Immeuble,35,50°40'25''N,3°9'41''E,32,7427606,120.0,"33,9"
0592700075,25/05/2024,28/06/2024,,6 QUAI DE MARSEILLE,imm sriem,,59512,ROUBAIX,767301,oui,,Immeuble,"56,3",50°42'22.017''N,3°10'53.826''E,30,25507,0.0,"45,9"
0592700075,25/05/2024,28/06/2024,,6 QUAI DE MARSEILLE,imm sriem,,59512,ROUBAIX,767301,oui,,Immeuble,"56,3",50°42'22.017''N,3°10'53.826''E,30,25505,240.0,"45,9"
0592700075,25/05/2024,28/06/2024,,6 QUAI DE MARSEILLE,imm sriem,,59512,ROUBAIX,767301,oui,,Immeuble,"56,3",50°42'22.017''N,3°10'53.826''E,30,25506,120.0,"45,9"
0592700075,25/05/2024,28/06/2024,,6 QUAI DE MARSEILLE,imm sriem,,59512,ROUBAIX,767301,oui,,Immeuble,"56,3",50°42'22.017''N,3°10'53.826''E,30,6985748,240.0,"45,9"
